t,x,y,z
113040.00000000000,8043787.067081863,-12599953.030410178,21779768.69468345
113070.00000000000,8115517.527811397,-12555961.396451248,21778842.24223721
113100.00000000000,8187321.123799199,-12512099.5656828,21777491.977702554
113130.00000000000,8259196.235797914,-12468368.504423214,21775717.938495778
113160.00000000000,8331141.239425579,-12424769.170005934,21773520.17040779
113190.00000000000,8403154.505229983,-12381302.510742592,21770898.727602277
113220.00000000000,8475234.398753587,-12337969.465886166,21767853.672613714
113250.00000000000,8547379.28059836,-12294770.965594884,21764385.076345216
113280.00000000000,8619587.506491039,-12251707.930896353,21760493.01806612
113310.00000000000,8691857.427348666,-12208781.27365214,21756177.58540952
113340.00000000000,8764187.389344046,-12165991.896522924,21751438.874369487
113370.00000000000,8836575.7339718,-12123340.692933848,21746276.989298232
113400.00000000000,8909020.798114287,-12080828.547040543,21740692.04290296
113430.00000000000,8981520.914108053,-12038456.333695369,21734684.1562427
113460.00000000000,9054074.40981016,-11996224.918414267,21728253.458724782
113490.00000000000,9126679.608665021,-11954135.157343924,21721400.088101283
113520.00000000000,9199334.829771223,-11912187.897229446,21714124.190465238
113550.00000000000,9272038.387948632,-11870383.975382451,21706425.92024661
113580.00000000000,9344788.593805775,-11828724.219649523,21698305.440208204
113610.00000000000,9417583.753807155,-11787209.448381335,21689762.921441313
113640.00000000000,9490422.17034113,-11745840.47040186,21680798.5433612
113670.00000000000,9563302.141787559,-11704618.084978435,21671412.49370244
113700.00000000000,9636221.962586036,-11663543.08179187,21661604.968514036
113730.00000000000,9709179.92330398,-11622616.240907323,21651376.172154374
113760.00000000000,9782174.310705058,-11581838.332745489,21640726.31728605
113790.00000000000,9855203.407817822,-11541210.118054135,21629655.624870423
113820.00000000000,9928265.49400433,-11500732.347880358,21618164.324162066
113850.00000000000,10001358.84502921,-11460405.763542954,21606252.652703017
113880.00000000000,10074481.733128523,-11420231.096605578,21593920.85631686
113910.00000000000,10147632.427079216,-11380209.068850067,21581169.18910262
113940.00000000000,10220809.192268321,-11340340.392250432,21567997.913428463
113970.00000000000,10294010.290762598,-11300625.768947203,21554407.299925286
114000.00000000000,10367233.981378244,-11261065.891222173,21540397.627480052
114030.00000000000,10440478.519750636,-11221661.44147381,21525969.183229018
114060.00000000000,10513742.158404432,-11182413.092192832,21511122.2625507
114090.00000000000,10587023.146823565,-11143321.505938571,21495857.16905878
114120.00000000000,10660319.73152168,-11104387.335315464,21480174.214594763
114150.00000000000,10733630.15611232,-11065611.222950336,21464073.719220426
114180.00000000000,10806952.661379712,-11026993.801469795,21447556.011210218
114210.00000000000,10880285.485349154,-10988535.693478452,21430621.427043334
114240.00000000000,10953626.863357998,-10950237.51153734,21413270.31139574
114270.00000000000,11026975.028126527,-10912099.858142849,21395503.017131954
114300.00000000000,11100328.209828854,-10874123.3257063,21377319.90529669
114330.00000000000,11173684.636164285,-10836308.496533664,21358721.34510629
114360.00000000000,11247042.532428332,-10798655.942806136,21339707.713940013
114390.00000000000,11320400.1215843,-10761166.226560788,21320279.39733117
114420.00000000000,11393755.624334548,-10723839.899672072,21300436.78895805
114450.00000000000,11467107.259192292,-10686677.503833404,21280180.290634673
114480.00000000000,11540453.242553044,-10649679.570539575,21259510.31230139
114510.00000000000,11613791.788766537,-10612846.62106943,21238427.272015348
114540.00000000000,11687121.110208578,-10576179.166468963,21216931.595940698
114570.00000000000,11760439.417352896,-10539677.70753518,21195023.718338702
114600.00000000000,11833744.918843335,-10503342.73480001,21172704.081557628
114630.00000000000,11907035.821565818,-10467174.728515165,21149973.136022534
114660.00000000000,11980310.330720693,-10431174.158636987,21126831.340224814
114690.00000000000,12053566.64989491,-10395341.484812215,21103279.160711616
114720.00000000000,12126802.981134389,-10359677.156363918,21079317.07207507
114750.00000000000,12200017.525016543,-10324181.612277988,21054945.55694137
114780.00000000000,12273208.480722602,-10288855.281190258,21030165.105959687
114810.00000000000,12346374.046110354,-10253698.581373787,21004976.217790876
114840.00000000000,12419512.417786567,-10218711.920727007,20979379.39909606
114870.00000000000,12492621.791179841,-10183895.69676198,20953375.164525043
114900.00000000000,12565700.360613205,-10149250.29659341,20926964.03670452
114930.00000000000,12638746.319376962,-10114776.096927935,20900146.54622617
114960.00000000000,12711757.859801494,-10080473.464054065,20872923.231634542
114990.00000000000,12784733.173330095,-10046342.75383252,20845294.639414806
115020.00000000000,12857670.450591994,-10012384.311686918,20817261.323980313
115050.00000000000,12930567.881475117,-9978598.472595284,20788823.847660013
115080.00000000000,13003423.6551993,-9944985.561081585,20759982.780685697
115110.00000000000,13076235.960389039,-9911545.89120825,20730738.701179095
115140.00000000000,13149002.985146798,-9878279.766568646,20701092.19513875
115170.00000000000,13221722.91712585,-9845187.480280505,20671043.856426816
115200.00000000000,13294393.943603517,-9812269.314979484,20640594.286755644
115230.00000000000,13367014.251554148,-9779525.542813439,20609744.095674187
115260.00000000000,13439582.027722344,-9746956.425437037,20578493.9005543
115290.00000000000,13512095.458696056,-9714562.214006856,20546844.326576818
115320.00000000000,13584552.730979666,-9682343.149177132,20514796.006717537
115350.00000000000,13656952.031067215,-9650299.461095706,20482349.581732973
115380.00000000000,13729291.545515459,-9618431.36940075,20449505.700145986
115410.00000000000,13801569.461017122,-9586739.083217714,20416265.018231288
115440.00000000000,13873783.9644739,-9555222.801156968,20382628.2000007
115470.00000000000,13945933.243069662,-9523882.71131181,20348595.917188328
115500.00000000000,14018015.484343622,-9492718.99125686,20314168.84923556
115530.00000000000,14090028.87626329,-9461731.808047254,20279347.68327589
115560.00000000000,14161971.60729773,-9430921.318217892,20244133.11411958
115590.00000000000,14233841.866490461,-9400287.66778361,20208525.844238214
115620.00000000000,14305637.843532614,-9369830.992239388,20172526.583749037
115650.00000000000,14377357.728835862,-9339551.416561466,20136136.050399188
115680.00000000000,14448999.71360544,-9309449.055208607,20099354.9695497
115710.00000000000,14520561.989913117,-9279524.012123954,20062184.074159455
115740.00000000000,14592042.750769988,-9249776.380737532,20024624.104768917
115770.00000000000,14663440.190199487,-9220206.243968846,19986675.80948368
115800.00000000000,14734752.503310073,-9190813.674230456,19948339.94395796
115830.00000000000,14805977.886368103,-9161598.733431518,19909617.271377847
115860.00000000000,14877114.536870493,-9132561.47298222,19870508.562444434
115890.00000000000,14948160.653617412,-9103701.933798421,19831014.59535682
115920.00000000000,15019114.436784873,-9075020.146306988,19791136.155794896
115950.00000000000,15089974.08799733,-9046516.130451329,19750874.036902077
115980.00000000000,15160737.810400099,-9018189.895697728,19710229.039267786
116010.00000000000,15231403.808731789,-8990041.441041963,19669201.97090984
116040.00000000000,15301970.28939672,-8962070.755016312,19627793.647256702
116070.00000000000,15372435.460537128,-8934277.815697335,19586004.89112951
116100.00000000000,15442797.532105386,-8906662.590713786,19543836.532724056
116130.00000000000,15513054.715936128,-8879225.037255323,19501289.409592535
116160.00000000000,15583205.22581828,-8851965.102081377,19458364.366625216
116190.00000000000,15653247.277566992,-8824882.72153081,19415062.256031886
116220.00000000000,15723179.089095542,-8797977.82153177,19371383.937323213
116250.00000000000,15792998.8804871,-8771250.317612141,19327330.27729196
116280.00000000000,15862704.874066314,-8744700.114910576,19282902.149994016
116310.00000000000,15932295.294471048,-8718327.108187683,19238100.436729297
116340.00000000000,16001768.368723676,-8692131.181838114,19192926.026022527
116370.00000000000,16071122.326302573,-8666112.20990267,19147379.813603863
116400.00000000000,16140355.399213359,-8640270.056081235,19101462.702389304
116430.00000000000,16209465.822059918,-8614604.573746067,19055175.60246115
116460.00000000000,16278451.832115687,-8589115.605955325,19008519.43104808
116490.00000000000,16347311.669394271,-8563802.985467529,18961495.112505253
116520.00000000000,16416043.576720491,-8538666.534755962,18914103.578294214
116550.00000000000,16484645.79980086,-8513706.066024058,18866345.766962666
116580.00000000000,16553116.587294297,-8488921.381220724,18818222.624124095
116610.00000000000,16621454.19088236,-8464312.272056637,18769735.10243726
116640.00000000000,16689656.865339737,-8439878.520020522,18720884.161585547
116670.00000000000,16757722.868604165,-8415619.896396363,18671670.76825621
116700.00000000000,16825650.461846583,-8391536.162280679,18622095.896119393
116730.00000000000,16893437.909540996,-8367627.068600391,18572160.52580713
116760.00000000000,16961083.479534075,-8343892.356131355,18521865.64489212
116790.00000000000,17028585.443114866,-8320331.755516952,18471212.2478664
116820.00000000000,17095942.075084046,-8296944.987287569,18420201.33611991
116850.00000000000,17163151.653823398,-8273731.761880069,18368833.917918827
116880.00000000000,17230212.46136466,-8250691.779658261,18317111.008383915
116910.00000000000,17297122.783458687,-8227824.730933233,18265033.62946861
116940.00000000000,17363880.909644127,-8205130.295984624,18212602.809936993
116970.00000000000,17430485.13331601,-8182608.145082154,18159819.585341755
117000.00000000000,17496933.751794267,-8160257.938507422,18106684.998001862
117030.00000000000,17563225.066391915,-8138079.3265765775,18053200.09698016
117060.00000000000,17629357.382483255,-8116071.949662957,17999365.93806091
117090.00000000000,17695329.009571657,-8094235.438220637,17945183.583727065
117120.00000000000,17761138.261357434,-8072569.412807971,17890654.10313757
117150.00000000000,17826783.45580528,-8051073.484111982,17835778.572104365
117180.00000000000,17892262.915211633,-8029747.252972975,17780558.073069453
117210.00000000000,17957574.966271967,-8008590.310409478,17724993.69508164
117240.00000000000,18022717.94014764,-7987602.237643985,17669086.533773288
117270.00000000000,18087690.17253272,-7966782.606128769,17612837.69133694
117300.00000000000,18152490.003720578,-7946130.977572414,17556248.276501704
117330.00000000000,18217115.77867028,-7925646.903966503,17499319.40450964
117360.00000000000,18281565.84707269,-7905329.927613098,17442052.197091967
117390.00000000000,18345838.56341656,-7885179.581152199,17384447.78244514
117420.00000000000,18409932.287054133,-7865195.387590144,17326507.295206852
117450.00000000000,18473845.38226683,-7845376.860328006,17268231.8764318
117480.00000000000,18537576.21833053,-7825723.503190581,17209622.673567504
117510.00000000000,18601123.16958057,-7806234.810456005,17150680.840429865
117540.00000000000,18664484.61547686,-7786910.266885322,17091407.537178636
117570.00000000000,18727658.940668285,-7767749.347753065,17031803.93029283
117600.00000000000,18790644.535057373,-7748751.5188776385,16971871.192545917
117630.00000000000,18853439.793864287,-7729916.236652767,16911610.50298098
117660.00000000000,18916043.117691003,-7711242.948078705,16851023.04688575
117690.00000000000,18978452.912584852,-7692731.09079447,16790110.01576744
117720.00000000000,19040667.590102136,-7674380.093110093,16728872.607327592
117750.00000000000,19102685.567371413,-7656189.374039274,16667312.025436664
117780.00000000000,19164505.26715634,-7638158.343332924,16605429.480108676
117810.00000000000,19226125.117918648,-7620286.401512364,16543226.187475557
117840.00000000000,19287543.55388049,-7602572.939903708,16480703.369761502
117870.00000000000,19348759.015086804,-7585017.34067203,16417862.25525722
117900.00000000000,19409769.94746729,-7567618.976856334,16354704.078293934
117930.00000000000,19470574.80289811,-7550377.212404831,16291230.079217495
117960.00000000000,19531172.03926352,-7533291.402210345,16227441.50436214
117990.00000000000,19591560.12051694,-7516360.892146695,16163339.60602434
118020.00000000000,19651737.516742025,-7499585.0191048,16098925.642436419
118050.00000000000,19711702.704213303,-7482963.111029828,16034200.877740107
118080.00000000000,19771454.16545665,-7466494.48695812,15969166.581959987
118110.00000000000,19830990.38930941,-7450178.457055097,15903824.030976828
118140.00000000000,19890309.870980226,-7434014.322653154,15838174.506500829
118170.00000000000,19949411.112108804,-7418001.376289957,15772219.2960447
118200.00000000000,20008292.62082503,-7402138.90174751,15705959.692896716
118230.00000000000,20066952.911808167,-7386426.174091032,15639396.996093608
118260.00000000000,20125390.506345473,-7370862.459708815,15572532.510393387
118290.00000000000,20183603.9323908,-7355447.016351914,15505367.546248056
118320.00000000000,20241591.724622644,-7340179.093174724,15437903.419776192
118350.00000000000,20299352.424502138,-7325057.93077541,15370141.45273544
118380.00000000000,20356884.580330543,-7310082.761237297,15302082.972494947
118410.00000000000,20414186.74730654,-7295252.808170056,15233729.31200768
118440.00000000000,20471257.48758335,-7280567.2867517155,15165081.809782537
118470.00000000000,20528095.370325204,-7266025.403770846,15096141.809856554
118500.00000000000,20584698.971763927,-7251626.357668959,15026910.661766862
118530.00000000000,20641066.875254866,-7237369.338583715,14957389.720522577
118560.00000000000,20697197.671332743,-7223253.528391943,14887580.346576652
118590.00000000000,20753089.95776703,-7209278.100753598,14817483.905797577
118620.00000000000,20808742.339617193,-7195442.221155452,14747101.76944098
118650.00000000000,20864153.42928738,-7181745.046955784,14676435.314121192
118680.00000000000,20919321.846581038,-7168185.727428965,14605485.921782637
118710.00000000000,20974246.218755044,-7154763.403810447,14534254.979671178
118740.00000000000,21028925.180573504,-7141477.209342498,14462743.880305417
118770.00000000000,21083357.374361444,-7128326.2693196405,14390954.02144778
118800.00000000000,21137542.068594944,-7115308.760254018,14318886.044987522
118830.00000000000,21191476.678005226,-7102425.676648039,14246542.881592339
118860.00000000000,21245160.49228566,-7089675.176149028,14173925.183157131
118890.00000000000,21298592.184535023,-7077056.352724068,14101034.36812696
118920.00000000000,21351770.43567558,-7064568.292626781,14027871.86004516
118950.00000000000,21404693.934504665,-7052210.074445032,13954439.087523945
118980.00000000000,21457361.377745744,-7039980.769149369,13880737.484214999
119010.00000000000,21509771.47009943,-7027879.440141281,13806768.48877978
119040.00000000000,21561922.92429384,-7015905.143302231,13732533.544860058
119070.00000000000,21613814.46113484,-7004056.927042576,13658034.101048095
119100.00000000000,21665444.809555847,-6992333.832351286,13583271.610856825
119130.00000000000,21716812.706667192,-6980734.892845696,13508247.532690052
119160.00000000000,21767916.89780539,-6969259.134821438,13432963.329812372
119190.00000000000,21818756.13658176,-6957905.577303149,13357420.470319193
119220.00000000000,21869329.1849308,-6946673.232095166,13281620.427106628
119250.00000000000,21919634.813158378,-6935561.103832342,13205564.677841153
119280.00000000000,21969671.799989223,-6924568.190031806,13129254.704929464
119310.00000000000,22019438.93261431,-6913693.481144433,13052691.995488057
119340.00000000000,22068935.006737832,-6902935.960606865,12975878.041312689
119370.00000000000,22118158.82662372,-6892294.604893763,12898814.33884802
119400.00000000000,22167109.205141906,-6881768.383570524,12821502.389156858
119430.00000000000,22215784.963814124,-6871356.259346106,12743943.697889535
119460.00000000000,22264184.93285937,-6861057.188126144,12666139.775253236
119490.00000000000,22312307.951239035,-6850870.1190665625,12588092.135981005
119520.00000000000,22360152.86670156,-6840793.9946272895,12509802.299301006
119550.00000000000,22407718.53582682,-6830827.750626328,12431271.788905444
119580.00000000000,22455003.82407008,-6820970.316293999,12352502.132919589
119610.00000000000,22502007.605805553,-6811220.614327729,12273494.86387059
119640.00000000000,22548728.7643696,-6801577.560946922,12194251.518656343
119670.00000000000,22595166.19210352,-6792040.065947992,12114773.63851425
119700.00000000000,22641318.790396024,-6782607.032760014,12035062.768989783
119730.00000000000,22687185.46972519,-6773277.358500425,11955120.459905235
119760.00000000000,22732765.1497002,-6764049.93403086,11874948.265328184
119790.00000000000,22778056.759102516,-6754923.644013631,11794547.74353992
119820.00000000000,22823059.23592677,-6745897.366968173,11713920.457003962
119850.00000000000,22867771.527421243,-6736969.975327831,11633067.972334253
119880.00000000000,22912192.590127893,-6728140.335496874,11551991.86026361
119910.00000000000,22956321.38992206,-6719407.307907941,11470693.695611803
119940.00000000000,23000156.90205172,-6710769.747079525,11389175.057253728
119970.00000000000,23043698.11117638,-6702226.50167369,11307437.52808753
120000.00000000000,23086944.011405516,-6693776.414554331,11225482.69500256
120030.00000000000,23129893.606336623,-6685418.3228453975,11143312.148847438
120060.00000000000,23172545.9090929,-6677151.057989466,11060927.484397866
120090.00000000000,23214899.94236055,-6668973.445806402,10978330.3003245
120120.00000000000,23256954.73842551,-6660884.30655263,10895522.199160747
120150.00000000000,23298709.339209948,-6652882.454980291,10812504.787270466
120180.00000000000,23340162.796308305,-6644966.700396641,10729279.674815685
120210.00000000000,23381314.171022866,-6637135.846723973,10645848.475724138
120240.00000000000,23422162.534398958,-6629388.692559502,10562212.807656875
120270.00000000000,23462706.96725975,-6621724.031235417,10478374.29197576
120300.00000000000,23502946.560240597,-6614140.650879525,10394334.553710895
120330.00000000000,23542880.41382297,-6606637.334475716,10310095.221528042
120360.00000000000,23582507.638368037,-6599212.859924887,10225657.927695936
120390.00000000000,23621827.354149707,-6591866.00010582,10141024.308053566
120420.00000000000,23660838.69138736,-6584595.522936701,10056196.001977453
120450.00000000000,23699540.79027805,-6577400.191436483,9971174.652348803
120480.00000000000,23737932.80102844,-6570278.763786406,9885961.905520638
120510.00000000000,23776013.88388606,-6563229.993392181,9800559.41128494
120540.00000000000,23813783.20917046,-6556252.628945848,9714968.822839573
120570.00000000000,23851239.957303636,-6549345.414488044,9629191.796755413
120600.00000000000,23888383.318840235,-6542507.0894706175,9543229.992943168
120630.00000000000,23925212.4944972,-6535736.388819193,9457085.074620372
120660.00000000000,23961726.69518307,-6529032.042996038,9370758.708278146
120690.00000000000,23997925.142026816,-6522392.778063009,9284252.563648095
120720.00000000000,24033807.0664062,-6515817.315744928,9197568.313669
120750.00000000000,24069371.70997578,-6509304.373492933,9110707.634453585
120780.00000000000,24104618.324694447,-6502852.664547855,9023672.205255162
120810.00000000000,24139546.1728525,-6496460.898004219,8936463.708434224
120840.00000000000,24174154.527098272,-6490127.778874105,8849083.829425171
120870.00000000000,24208442.670464415,-6483852.008151022,8761534.25670273
120900.00000000000,24242409.89639367,-6477632.282874427,8673816.681748496
120930.00000000000,24276055.508764125,-6471467.296194005,8585932.799017478
120960.00000000000,24309378.821914215,-6465355.737434259,8497884.305904422
120990.00000000000,24342379.16066714,-6459296.292159139,8409672.902710335
121020.00000000000,24375055.86035485,-6453287.64223711,8321300.292608722
121050.00000000000,24407408.266841657,-6447328.465906076,8232768.181611987
121080.00000000000,24439435.736547377,-6441417.437838445,8144078.27853771
121110.00000000000,24471137.636469934,-6435553.229206665,8055232.294974863
121140.00000000000,24502513.344207667,-6429734.507748552,7966231.9452500725
121170.00000000000,24533562.24798106,-6423959.937832987,7877078.94639383
121200.00000000000,24564283.746654205,-6418228.180525415,7787775.018106542
121230.00000000000,24594677.24975552,-6412537.89365403,7698321.882724751
121260.00000000000,24624742.177498285,-6406887.731875661,7608721.265187231
121290.00000000000,24654477.96080068,-6401276.346741691,7518974.893000955
121320.00000000000,24683884.041305274,-6395702.386764621,7429084.496207186
121350.00000000000,24712959.871398058,-6390164.49748435,7339051.8073475445
121380.00000000000,24741704.91422723,-6384661.321534428,7248878.56142984
121410.00000000000,24770118.643721286,-6379191.498709011,7158566.495894123
121440.00000000000,24798200.544606756,-6373753.666029362,7068117.350578567
121470.00000000000,24825950.112425502,-6368346.457810791,6977532.86768539
121500.00000000000,24853366.853551637,-6362968.505729361,6886814.791746646
121530.00000000000,24880450.285207726,-6357618.438889271,6795964.869590202
121560.00000000000,24907199.93548084,-6352294.883889767,6704984.850305412
121590.00000000000,24933615.34333801,-6346996.464892299,6613876.485208995
121620.00000000000,24959696.058641173,-6341721.8036881015,6522641.527810803
121650.00000000000,24985441.64216177,-6336469.519765429,6431281.733779556
121680.00000000000,25010851.665594835,-6331238.230377151,6339798.860908564
121710.00000000000,25035925.71157266,-6326026.550608187,6248194.669081475
121740.00000000000,25060663.37367795,-6320833.093443399,6156470.920237898
121770.00000000000,25085064.25645649,-6315656.469835296,6064629.378339191
121800.00000000000,25109127.975429587,-6310495.288771615,5972671.809333933
121830.00000000000,25132854.15710568,-6305348.1573436055,5880599.981123749
121860.00000000000,25156242.4389918,-6300213.680813792,5788415.663528786
121890.00000000000,25179292.469604462,-6295090.462683921,5696120.628253398
121920.00000000000,25202003.90848004,-6289977.104763316,5603716.648851688
121950.00000000000,25224376.42618478,-6284872.207236931,5511205.500693104
121980.00000000000,25246409.70432433,-6279774.368733427,5418588.9609279875
122010.00000000000,25268103.435552746,-6274682.186393713,5325868.808453094
122040.00000000000,25289457.323581107,-6269594.255939108,5233046.823877135
122070.00000000000,25310471.08318563,-6264509.171739855,5140124.789486354
122100.00000000000,25331144.440215435,-6259425.526883282,5047104.489209909
122130.00000000000,25351477.131599575,-6254341.913242644,4953987.708585508
122160.00000000000,25371468.905353967,-6249256.92154542,4860776.2347247675
122190.00000000000,25391119.520587593,-6244169.141441783,4767471.856278791
122220.00000000000,25410428.74750834,-6239077.161573437,4674076.36340357
122250.00000000000,25429396.36742838,-6233979.569642044,4580591.547725469
122280.00000000000,25448022.17276904,-6228874.952477997,4487019.202306705
122310.00000000000,25466305.967065338,-6223761.896108832,4393361.1216106815
122340.00000000000,25484247.564969886,-6218638.985828298,4299619.101467595
122370.00000000000,25501846.792256434,-6213504.806264837,4205794.939039704
122400.00000000000,25519103.215977613,-6208358.909458602,4111891.662791868
122430.00000000000,25536017.22779908,-6203197.9432739,4017908.614522856
122460.00000000000,25552588.41308984,-6198021.458392783,3923848.8230808657
122490.00000000000,25568816.64213418,-6192828.03747011,3829714.090610911
122520.00000000000,25584701.796348225,-6187616.2628392335,3735506.220417256
122550.00000000000,25600243.768280793,-6182384.716580653,3641227.0169288553
122580.00000000000,25615442.461613584,-6177131.980590986,3546878.2856646874
122610.00000000000,25630297.791161083,-6171856.636651676,3452461.8331992724
122640.00000000000,25644809.682869967,-6166557.266497563,3357979.4671280184
122670.00000000000,25658978.073817953,-6161232.451885898,3263432.9960326464
122700.00000000000,25672802.912212353,-6155880.774664907,3168824.2294466114
122730.00000000000,25686284.15738797,-6150500.816842623,3074154.9778205813
122760.00000000000,25699421.7798048,-6145091.160655339,2979427.052487749
122790.00000000000,25712215.761044957,-6139650.388636598,2884642.2656293497
122820.00000000000,25724666.093809415,-6134177.083685724,2789802.4302400863
122850.00000000000,25736772.78191416,-6128669.829136217,2694909.3600934814
122880.00000000000,25748535.840285875,-6123127.208824722,2599964.869707433
122910.00000000000,25759955.294957228,-6117547.807159355,2504970.7743096165
122940.00000000000,25771031.18306168,-6111930.209188291,2409928.8898029067
122970.00000000000,25781763.552827794,-6106273.00066813,2314841.032730953
123000.00000000000,25792152.46357324,-6100574.768132494,2219709.02024345
123030.00000000000,25802197.985698014,-6094834.098960406,2124534.6700618677
123060.00000000000,25811900.200677693,-6089049.581444405,2029319.800444741
123090.00000000000,25821259.20105574,-6083219.804859178,1934066.2301533257
123120.00000000000,25830275.09043571,-6077343.35952957,1838775.7784169414
123150.00000000000,25838947.983472824,-6071418.836898715,1743450.2648986639
123180.00000000000,25847278.005865134,-6065444.829596404,1648091.509660793
123210.00000000000,25855265.294344272,-6059419.931506914,1552701.3331303599
123240.00000000000,25862909.996665664,-6053342.737837141,1457281.556064759
123270.00000000000,25870212.27159843,-6047211.845184303,1361833.999517278
123300.00000000000,25877172.288914643,-6041025.851604101,1266360.4848027516
123330.00000000000,25883790.22937836,-6034783.356678296,1170862.8334630595
123360.00000000000,25890066.284734,-6028482.961582313,1075342.8672328494
123390.00000000000,25896000.6576944,-6022123.269153136,979802.4080051604
123420.00000000000,25901593.561928395,-6015702.883956615,884243.277797032
123450.00000000000,25906845.22204791,-6009220.41235505,788667.2987152362
123480.00000000000,25911755.873594716,-6002674.462574318,693076.2929219115
123510.00000000000,25916325.76302655,-5996063.644771444,597472.0826003272
123540.00000000000,25920555.147702996,-5989386.571101641,501856.48992061336
123570.00000000000,25924444.295870837,-5982641.855785208,406231.337005466
123600.00000000000,25927993.486648858,-5975828.11517479,310598.44589595014
123630.00000000000,25931203.010012433,-5968943.967822134,214959.63851730654
123660.00000000000,25934073.166777484,-5961988.034544682,119316.73664475474
123690.00000000000,25936604.26858404,-5954958.938492509,23671.56186932171
123720.00000000000,25938796.637879424,-5947855.30521472,-71974.06443629095
123750.00000000000,25940650.607900962,-5940675.762725754,-167618.3211518065
123780.00000000000,25942166.522658195,-5933418.941571965,-263259.38744345965
123810.00000000000,25943344.73691474,-5926083.47489761,-358895.44279808854
123840.00000000000,25944185.616169702,-5918667.998511027,-454524.6670571543
123870.00000000000,25944689.536638618,-5911171.150950358,-550145.240450774
123900.00000000000,25944856.885233957,-5903591.573549681,-645755.3436316703
123930.00000000000,25944688.059545252,-5895927.910504525,-741353.1577091637
123960.00000000000,25944183.467818744,-5888178.808937276,-836936.8642830786
123990.00000000000,25943343.52893659,-5880342.918962875,-932504.6454776622
124020.00000000000,25942168.67239572,-5872418.8937539,-1028054.6839754462
124050.00000000000,25940659.338286143,-5864405.389605782,-1123585.16305109
124080.00000000000,25938815.97726896,-5856301.066001568,-1219094.266605253
124110.00000000000,25936639.050553836,-5848104.585677115,-1314580.1791982532
124140.00000000000,25934129.029876065,-5839814.614685573,-1410041.086083908
124170.00000000000,25931286.397473346,-5831429.822461769,-1505475.1732432612
124200.00000000000,25928111.64606193,-5822948.881886911,-1600880.627418204
124230.00000000000,25924605.27881246,-5814370.469352609,-1696255.6361451987
124260.00000000000,25920767.809325468,-5805693.264824836,-1791598.3877888448
124290.00000000000,25916599.761606205,-5796915.951908081,-1886907.0715754787
124320.00000000000,25912101.67003934,-5788037.217908865,-1982179.8776267623
124350.00000000000,25907274.079363048,-5779055.753899425,-2077414.9969931468
124380.00000000000,25902117.544642773,-5769970.254780913,-2172610.6216873415
124410.00000000000,25896632.63124453,-5760779.419346834,-2267764.944717848
124440.00000000000,25890819.914807793,-5751481.950346004,-2362876.16012225
124470.00000000000,25884679.98121809,-5742076.554545242,-2457942.463000635
124500.00000000000,25878213.426578935,-5732561.942792235,-2552962.0495490176
124530.00000000000,25871420.857183643,-5722936.830077994,-2647933.11709244
124560.00000000000,25864302.88948651,-5713199.935599147,-2742853.8641183255
124590.00000000000,25856860.15007375,-5703349.982819822,-2837722.4903097823
124620.00000000000,25849093.27563389,-5693385.699533988,-2932537.1965785474
124650.00000000000,25841002.912927836,-5683305.8179268455,-3027296.185098389
124680.00000000000,25832589.71875859,-5673109.074636377,-3121997.6593379686
124710.00000000000,25823854.35994039,-5662794.210814824,-3216639.824094048
124740.00000000000,25814797.513267655,-5652359.972189756,-3311220.885524388
124770.00000000000,25805419.865483448,-5641805.1091248095,-3405739.051180754
124800.00000000000,25795722.113247436,-5631128.37668065,-3500192.5300418544
124830.00000000000,25785704.96310363,-5620328.53467536,-3594579.5325461947
124860.00000000000,25775369.131447688,-5609404.347744551,-3688898.270624934
124890.00000000000,25764715.34449371,-5598354.5854017865,-3783146.957734576
124920.00000000000,25753744.33824079,-5587178.022098111,-3877323.8088899003
124950.00000000000,25742456.85843906,-5575873.437281904,-3971427.040696443
124980.00000000000,25730853.66055551,-5564439.615458073,-4065454.871383237
125010.00000000000,25718935.509739164,-5552875.346247384,-4159405.520835537
125040.00000000000,25706703.18078618,-5541179.424445488,-4253277.210627127
125070.00000000000,25694157.458104283,-5529350.650081344,-4347068.164053008
125100.00000000000,25681299.135677066,-5517387.828476071,-4440776.6061617965
125130.00000000000,25668129.017027665,-5505289.770300952,-4534400.763788147
125160.00000000000,25654647.91518229,-5493055.291635604,-4627938.865585107
125190.00000000000,25640856.652633253,-5480683.214025615,-4721389.142056325
125220.00000000000,25626756.0613016,-5468172.364540163,-4814749.825588594
125250.00000000000,25612346.982499428,-5455521.575829457,-4908019.150483653
125280.00000000000,25597630.266891915,-5442729.686181413,-5001195.3529906925
125310.00000000000,25582606.774458732,-5429795.539578836,-5094276.671338261
125340.00000000000,25567277.374455303,-5416717.985755788,-5187261.345766421
125370.00000000000,25551642.94537374,-5403495.880253807,-5280147.618558637
125400.00000000000,25535704.374903124,-5390128.084478142,-5372933.734073821
125430.00000000000,25519462.55988978,-5376613.46575339,-5465617.93877819
125460.00000000000,25502918.406296913,-5362950.89737913,-5558198.481277059
125490.00000000000,25486072.82916407,-5349139.258684928,-5650673.612346692
125520.00000000000,25468926.75256613,-5335177.435085683,-5743041.584965973
125550.00000000000,25451481.109571986,-5321064.318136168,-5835300.65434809
125580.00000000000,25433736.842202928,-5306798.805585336,-5927449.077972189
125610.00000000000,25415694.90139053,-5292379.801430884,-6019485.115614787
